commande_id,date_commande,quantite,fournisseur_id,article_id,libelle_article,type_achat,montant_commande,montant_offre,date,mode_paiement
202030,2013-12-30,2.0,102931L,905184A01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2013-12-30,4.0,102931L,905429R01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2012-03-15,4.0,102931L,905430S01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2012-01-14,2.0,102931L,905244X01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2013-12-30,2.0,102931L,905244X01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2012-01-14,2.0,102931L,905324R01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2013-12-30,2.0,102931L,908047H01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2012-01-14,2.0,102931L,909705G01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2012-03-15,4.0,102931L,905429R01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2013-12-30,1.0,102931L,905431T01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2012-01-14,3.0,102931L,905484G01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2012-01-14,2.0,102931L,908047H01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2012-01-14,2.0,102931L,905184A01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2013-12-30,4.0,102931L,905430S01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202030,2013-12-30,1.0,102931L,909705G01,COEURS DE CROISEMENT ET AIGUIL,D,164851.0,177408.0,2011-02-07 00:00:00.000,A
202106,2013-10-31,1560.0,102320J,629128L01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-11-17,960.0,102320J,629129M01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-03-13,1000.0,102320J,629129M01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-12-31,1000.0,102320J,629129M01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-11-17,300.0,102320J,629131P01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-12-31,200.0,102320J,629131P01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-03-16,200.0,102320J,629137Y01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-11-17,1040.0,102320J,629129M01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-18,100.0,102320J,629131P01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-06-16,200.0,102320J,629131P01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-18,1000.0,102320J,629132R01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-06-16,150.0,102320J,629135W01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-06-16,120.0,102320J,629137Y01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2012-04-11,100.0,102320J,629137Y01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-18,6000.0,102320J,629128L01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-10-31,1440.0,102320J,629128L01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-06-16,960.0,102320J,629132R01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-11-17,3040.0,102320J,629132R01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-10-31,1440.0,102320J,629132R01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-11-17,100.0,102320J,629133S01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2012-04-11,300.0,102320J,629133S01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-03-13,3000.0,102320J,629128L01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-18,1000.0,102320J,629129M01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-18,200.0,102320J,629135W01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-10-31,298.0,102320J,629135W01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-18,100.0,102320J,629137Y01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-06-16,280.0,102320J,629129M01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-06-16,300.0,102320J,629130N01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-10-31,2.0,102320J,629130N01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-22,200.0,102320J,629132R01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-11-17,960.0,102320J,629132R01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-18,100.0,102320J,629134T01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-18,2000.0,102320J,629136X01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2014-01-08,200.0,102320J,629137Y01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-18,100.0,102320J,629130N01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-12-31,198.0,102320J,629130N01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2012-04-11,300.0,102320J,629131P01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-06-16,840.0,102320J,629132R01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-06-16,2000.0,102320J,629132R01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-03-13,2000.0,102320J,629132R01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-10-31,1560.0,102320J,629132R01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-18,100.0,102320J,629133S01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-11-17,300.0,102320J,629135W01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-03-13,100.0,102320J,629135W01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-10-31,2.0,102320J,629135W01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-10-31,100.0,102320J,629136X01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-18,100.0,102320J,629138Z07,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2013-10-31,100.0,102320J,629138Z07,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-18,300.0,102320J,629148K01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
202106,2011-04-18,100.0,102320J,629149L01,KITS POUR SOUDURE,D,598867.0,563489.5,2010-09-24 00:00:00.000,A
203028,2021-09-13,30.0,102058Y,788462W01,PIECES FORGEES,D,15769.0,147496.0,2020-08-26 00:00:00.000,A
203028,2022-09-22,30.0,102058Y,788462W01,PIECES FORGEES,D,15769.0,147496.0,2020-08-26 00:00:00.000,A
203028,2021-09-13,300.0,102058Y,789685B01,PIECES FORGEES,D,15769.0,147496.0,2020-08-26 00:00:00.000,A
203028,2022-09-22,300.0,102058Y,789685B01,PIECES FORGEES,D,15769.0,147496.0,2020-08-26 00:00:00.000,A
203028,2021-09-13,40.0,102058Y,785600M01,PIECES FORGEES,D,15769.0,147496.0,2020-08-26 00:00:00.000,A
203028,2022-09-22,250.0,102058Y,780366G01,PIECES FORGEES,D,15769.0,147496.0,2020-08-26 00:00:00.000,A
203028,2021-09-13,500.0,102058Y,780366G01,PIECES FORGEES,D,15769.0,147496.0,2020-08-26 00:00:00.000,A
203028,2022-09-22,30.0,102058Y,785600M01,PIECES FORGEES,D,15769.0,147496.0,2020-08-26 00:00:00.000,A
204336,2014-01-06,10000.0,101094A,728268K01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
204336,2012-02-29,1000.0,101094A,728601G01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
204336,2014-01-06,250.0,101094A,950793X01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
204336,2014-09-24,0.0,101094A,727020A01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
204336,2013-05-04,7000.0,101094A,728268K01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
204336,2013-05-04,250.0,101094A,950793X01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
204336,2012-02-29,130.0,101094A,953128B01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
204336,2013-06-17,150.0,101094A,953128B01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
204336,2012-02-29,1000.0,101094A,728268K01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
204336,2013-05-04,3000.0,101094A,728601G01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
204336,2012-03-02,0.0,101094A,727020A01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
204336,2013-05-04,3000.0,101094A,728268K01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
204336,2014-01-06,6000.0,101094A,728601G01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
204336,2012-02-29,250.0,101094A,950793X01,FILTRES,D,56254.0,56254.0,2010-07-06 00:00:00.000,C
